entity_name,address,floor,borough,state,zip,aed_num_person_trained,aed_num_aeds,latitude,longitude,community_district,council_district,census_tract_2010,nta_code,bbl,bin,location_point
"Walt Disney/ABC, Inc.",157 COLUMBUS AVENUE,Elevator Lobby-B Floor,Manhattan,New York,10023,180,1,40.77431062,-73.98103766,107,6,15300,MN14,1011207501,1028260,POINT (-73.98103766 40.77431062)
Pathways to Graduation @ Staten Island Neon,340 BAY STREET,Room 1A,Staten Island,New York,10301,2,1,40.63367295,-74.07515929,501,49,2100,SI37,5005030032,5013302,POINT (-74.07515929 40.63367295)
District 27 Pre-K Center at 160-06 Crossbay Boulevard (Q486),160-06 Crossbay Blvd,Main Entrance,Queens,New York,11414,4,1,40.65716821,-73.83939247,410,32,89200,QN57,4140300006,4293775,POINT (-73.83939247 40.65716821)
M.S. 061 Dr. Gladstone H. Atwell,400 Empire Boulevard,Main Entrance,Brooklyn,New York,11225,11,1,40.66399972,-73.94921973,309,40,32900,BK60,3013160015,3337872,POINT (-73.94921973 40.66399972)
Macklowe Management Company,540 MADISON AVENUE,Lobby,Manhattan,New York,10022,4,1,40.76107398,-73.97379662,105,4,10200,MN17,1012900056,1035759,POINT (-73.97379662 40.76107398)
P.S. 209 Margaret Mead,2609 East 7 Street,Trailer #1,Brooklyn,New York,11235,10,1,40.58683781,-73.96198057,313,48,37000,BK19,3072440001,3196224,POINT (-73.96198057 40.58683781)
ALC - CLOISTERS,601 West 183rd Street,Main Entrance,Manhattan,New York,10033,5,1,40.8505856,-73.93304212,112,10,27100,MN35,1021650069,1063959,POINT (-73.93304212 40.8505856)
P.S. 048 Mapleton,6015 18 Avenue,main entrance,Brooklyn,New York,11204,13,1,40.62186416,-73.98739583,312,44,24400,BK88,3055190001,3132140,POINT (-73.98739583 40.62186416)
Nederlander Theater,208 W 41st St,-,Manhattan,New York,10036,5,2,40.75560879,-73.98803818,105,3,11300,MN17,1010120038,1024651,POINT (-73.98803818 40.75560879)
Eisner Amper LLP,750 THIRD AVENUE,17th floor / coat closet,Manhattan,New York,10017,35,1,40.75371493,-73.97230885,106,4,9200,MN19,1013010033,1036207,POINT (-73.97230885 40.75371493)
Sunshine Developmental School,91-10 146 STREET,Main Office/Main Floor,Queens,New York,11435,32,1,40.70086765,-73.8088406,412,24,21200,QN61,4099860061,4213884,POINT (-73.8088406 40.70086765)
The Fresh Creek School,875 Williams Avenue,Main Entrance,Brooklyn,New York,11207,9,1,40.65402388,-73.89485432,318,42,98200,BK50,3081580040,3229156,POINT (-73.89485432 40.65402388)
Morgan Stanley - ISG - New York Metro - 1633 Broadway - Floor: 26,1633 BROADWAY,Floor: 26,Manhattan,New York,10019,2,1,40.76156716,-73.98396163,105,3,13100,MN17,1010220043,1024812,POINT (-73.98396163 40.76156716)
"14 East 75th Street, Inc.",14 East 75th Street,Lobby,Manhattan,New York,10021,6,1,40.77401033,-73.96470392,108,4,13000,MN40,1013890056,1041667,POINT (-73.96470392 40.77401033)
St. Francis Prep High School,61-00 FRANCIS LEWIS BOULEVARD,CAFETERIA SN B22E-06557,Queens,New York,11365,131,1,40.74266493,-73.77543997,408,23,134700,QN41,4071280002,4438312,POINT (-73.77543997 40.74266493)
Harlem Hebrew Language Academy Charter School,147 ST NICHOLAS AVENUE,Outside Room 500,Manhattan,New York,10026,5,1,40.80454413,-73.95274953,110,9,21800,MN11,1019230049,1058397,POINT (-73.95274953 40.80454413)
Liberation Diploma Plus,2865 West 19th Street,1st Floor,Brooklyn,New York,11224,3,1,40.57720082,-73.98595357,313,47,32600,BK21,3070200039,3329331,POINT (-73.98595357 40.57720082)
Mott Haven Academy Charter Elementary School,170 Brown Place,3rd floor outside 312 A,Bronx,New York,10454,11,1,40.806374,-73.9211483,201,8,2500,BX39,2022630001,2000023,POINT (-73.9211483 40.806374)
Transit Tech Career and Technical Education High School,1 Wells Street,Inside Principals Office Room 230,Brooklyn,New York,11208,10,1,40.67826884,-73.87596033,305,37,119600,BK82,3041550075,3327249,POINT (-73.87596033 40.67826884)
British International School,20 WATERSIDE PLAZA,Gym / P.E. Office (Philips FRx),Manhattan,New York,10010,12,2,40.73725228,-73.97415965,106,4,6200,MN20,1009910060,1083709,POINT (-73.97415965 40.73725228)
John Jay School for Law,237 7th Avenue,Outside Room 360,Brooklyn,New York,11215,2,1,40.66962217,-73.97928676,306,39,15500,BK37,3010820001,3025510,POINT (-73.97928676 40.66962217)
"Wachtell, Lipton, Rosen & Katz",51 WEST 52 STREET,52nd St,Manhattan,New York,10019-6119,41,21,40.76064125,-73.97830898,105,4,10400,MN17,1012680001,1081406,POINT (-73.97830898 40.76064125)
Institute for Health Professions at Cambria Heights,207-01 116 Avenue,Outside Room 226A,Queens,New York,11411,11,1,40.69781088,-73.74572742,413,27,53401,QN33,4110490001,4238003,POINT (-73.74572742 40.69781088)
Brilla Charter School Pax,2336 Andrews Avenue North,Outside Main Office,Bronx,New York,10468,0,1,40.86219388,-73.90666046,207,14,25500,BX30,2032180035,2094688,POINT (-73.90666046 40.86219388)
"Estee Lauder Companies, Inc.",415 WEST 13 STREET,4th Floor,Manhattan,New York,10021,1,1,40.74057342,-74.00659664,102,3,7900,MN23,1006467501,1086105,POINT (-74.00659664 40.74057342)
AECI 2 The New York City Charter High School For Computer Engineering & Innovation,116 East 169 Street,2nd Floor Outside 201,Bronx,New York,10452,11,1,40.83695877,-73.91738235,204,16,22102,BX63,2024660011,2002858,POINT (-73.91738235 40.83695877)
Market Distributors,355 FOOD CENTER DRIVE,A 5-12 Hunts Ptl Coop Market,Bronx,New York,10475,3,1,40.80762192,-73.87147025,202,17,11700,BX27,2027810460,2109483,POINT (-73.87147025 40.80762192)
"South Ozone Park, Seventh-Day Adventist Church",120-02 140 STREET,Sanctuary,Queens,New York,11436,6,1,40.67586034,-73.80100644,412,28,18200,QN76,4120290071,4261165,POINT (-73.80100644 40.67586034)
The Museum of Modern Art,11 WEST 53 STREET,Ã¯Â¿Â½K Stairs - 5th Floor,Manhattan,New York,10019,13,1,40.76099511,-73.97720066,105,4,10400,MN17,1012690020,1081128,POINT (-73.97720066 40.76099511)
National Hockey League,1185 AVENUE OF THE AMERICAS,13th Floor/Cafe,Manhattan,New York,10036,16,1,40.75757876,-73.98212532,105,4,12500,MN17,1009990029,1083717,POINT (-73.98212532 40.75757876)
P.S. 169 Bay Terrace,18-25 212 Street,3rd Fl Outside Room 317,Queens,New York,11360,6,1,40.78224052,-73.77906137,407,19,99704,QN47,4058650050,4131147,POINT (-73.77906137 40.78224052)
Morgan Stanley - 1 NY Plaza - Floor: 16,1 NEW YORK PLAZA,Floor: 16,Manhattan,New York,10004,24,1,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
"Mutual Redevelopment Houses, Inc - 7A & 7B",330 WEST 28 STREET,-,Manhattan,New York,10001,1,1,40.7491235,-73.99701886,104,3,9700,MN13,1007510001,1082796,POINT (-73.99701886 40.7491235)
Kappa V (Knowledge and Power Preparatory Academy),985 Rockaway Avenue,Outside Room--308,Brooklyn,New York,11212,4,1,40.65606023,-73.90724552,316,42,92200,BK81,3036360007,3082940,POINT (-73.90724552 40.65606023)
Williamsburgh Senior Center,125 Heyward Street,Office,Brooklyn,New York,11206,2,1,40.70166913,-73.95615517,301,33,53300,BK72,3022250042,3060997,POINT (-73.95615517 40.70166913)
Morgan Stanley - ISG - New York Metro - 1633 Broadway - Floor: 29,1633 BROADWAY,Floor: 29,Manhattan,New York,10019,3,1,40.76156716,-73.98396163,105,3,13100,MN17,1010220043,1024812,POINT (-73.98396163 40.76156716)
Dover Corporation,280 PARK AVENUE,located in kitchen,Manhattan,New York,10017,11,1,40.75601562,-73.97483093,105,4,9400,MN17,1012840033,1035441,POINT (-73.97483093 40.75601562)
P.S. 072 Dr. William Dorney,2951 Dewey Avenue,main entrance,Bronx,New York,10465,8,1,40.82259673,-73.81824503,210,13,15800,BX52,2054400001,2077162,POINT (-73.81824503 40.82259673)
Hearst Corporation,300 West 57th Street,Floor 14 Wellness Center,Manhattan,New York,10019,80,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
P.S. 098 The Douglaston School,40-20 235 Street,Main Entrance,Queens,New York,11363,7,1,40.76926266,-73.74936706,411,19,148300,QN45,4080820285,4168629,POINT (-73.74936706 40.76926266)
P.S. 184 Newport,273 Newport Street,outside room 506,Brooklyn,New York,11212,6,1,40.65995864,-73.9049009,316,41,91800,BK81,3036060001,3082391,POINT (-73.9049009 40.65995864)
Syska & Hennessy,1185 AVENUE OF THE AMERICAS,4th Floor,Manhattan,New York,10036,8,1,40.75757876,-73.98212532,105,4,12500,MN17,1009990029,1083717,POINT (-73.98212532 40.75757876)
Family Life Academy Charter Schools High School,890 Washington Avenue,outside room 501,Bronx,New York,10456,7,1,40.82366677,-73.91107222,203,17,14100,BX35,2023660023,2116632,POINT (-73.91107222 40.82366677)
P.S. 052 John C. Thompson,450 Buel Avenue,Opposite Classroom 157,Staten Island,New York,10305,13,1,40.58273664,-74.08850853,502,50,11201,SI36,5037050001,5053746,POINT (-74.08850853 40.58273664)
David Rubenstein Atrium,61 West 62nd Street,Staff Lobby,Manhattan,New York,10023,25,1,40.77081682,-73.98273911,107,6,14900,MN14,1011157502,1027461,POINT (-73.98273911 40.77081682)
"Walt Disney/ABC, Inc.",77 WEST 66 STREET,Stair A-Floor 12,Manhattan,New York,10023,180,1,40.77324011,-73.98069136,107,6,15300,MN14,1011190008,1082810,POINT (-73.98069136 40.77324011)
P.S. 051 Elias Howe,525 West 44th Street,Main Entrance,Manhattan,New York,10036,7,1,40.76151057,-73.99591009,104,3,12900,MN15,1010730014,1089418,POINT (-73.99591009 40.76151057)
Queens Preparatory Academy,143-10 Springfield Boulevard,MAin Lobby,Queens,New York,11413,6,1,40.66822698,-73.75683872,412,31,33000,QN02,4130570056,4280845,POINT (-73.75683872 40.66822698)
New York Center For Autism Charter School - East Harlem,433 East 100 Street,FRONT ENTRANCE BY SCHOOL SAFETY,Manhattan,New York,10029,3,1,40.78525161,-73.94152554,111,8,16200,MN33,1016940001,1083933,POINT (-73.94152554 40.78525161)
Queens Metropolitan High School,91-30 Metropolitan Avenue,3rd Floor - By Stair BC,Queens,New York,11374,16,1,40.71135936,-73.85669802,406,29,64500,QN17,4038860800,4447233,POINT (-73.85669802 40.71135936)
"Major League Baseball, Office of the Commissioner (BOC): Park Avenue",245 PARK AVENUE,-,Manhattan,New York,10167-0002,24,4,40.75481909,-73.97568321,105,4,9200,MN19,1013010001,1036205,POINT (-73.97568321 40.75481909)
Brooklyn Gardens Elementary School,574 DUMONT AVENUE,across Room 305,Brooklyn,New York,11207,8,1,40.6657906,-73.89772299,305,42,113000,BK85,3038020015,3084617,POINT (-73.89772299 40.6657906)
KIPP NYC College Prep I,201 East 144th Street,Main Entrance,Bronx,New York,10451,18,1,40.8160857,-73.92648365,201,17,6500,BX34,2023350006,2128229,POINT (-73.92648365 40.8160857)
High School for Law Enforcement and Public Safety,116-25 Guy Brewer Boulevard,Outside Room 163,Queens,New York,11434,8,1,40.68619962,-73.78414397,412,28,27800,QN76,4123350049,4464077,POINT (-73.78414397 40.68619962)
Cooperative Technical HS (Coop Tech),321 East 96th Street,2nd fl- outside freight elevator,Manhattan,New York,10128,11,1,40.78363147,-73.94562546,111,8,15602,MN33,1016680001,1083927,POINT (-73.94562546 40.78363147)
M.S. 131 Manhattan,100 Hester Street,Main OFfice-Pace Rm 237,Manhattan,New York,10002,11,1,40.71654572,-73.99309191,103,1,1600,MN27,1003010003,1082489,POINT (-73.99309191 40.71654572)
P.S. 132 Ralph Bunche,132-15 218 Street,Main Entrance,Queens,New York,11413,9,1,40.68210621,-73.74991944,413,31,62600,QN66,4129270028,4278380,POINT (-73.74991944 40.68210621)
Minskoff Theater,200 West 45th Street,coatcheck,Manhattan,New York,10036,2,1,40.75803215,-73.98571676,105,3,11900,MN17,1010160036,1024714,POINT (-73.98571676 40.75803215)
Davis Wright Tremaine LLP - Davis Wright Tremaine LLP_New York,1251 AVENUE OF THE AMERICAS,21st Floor,Manhattan,New York,10020,9,2,40.75963708,-73.98062674,105,4,12500,MN17,1010027501,1022706,POINT (-73.98062674 40.75963708)
P.S. 103 Hector Fontanez,4125 Carpenter Avenue,3rd Floor,Bronx,New York,10466,13,1,40.89214542,-73.86146453,212,11,42000,BX44,2048230001,2062883,POINT (-73.86146453 40.89214542)
P.S. 052 Queens,178-37 146 Terrace,Main Entrance,Queens,New York,11434,9,1,40.66111385,-73.76673349,413,31,32000,QN03,4133530020,4285972,POINT (-73.76673349 40.66111385)
Morgan Stanley - 1585 Broadway - Floor: 10,1585 BROADWAY,Floor: 10,Manhattan,New York,10036,15,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Morgan Stanley - ISG - New York Metro - 1 NY Plaza - Floor: U1,1 NEW YORK PLAZA,Floor: U1,Manhattan,New York,10004,7,2,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
"EW Howell Co.,LLC",37 WEST 37 STREET,7th Floor,Manhattan,New York,10018,7,1,40.75089561,-73.98448033,105,4,8400,MN17,1008390019,1015962,POINT (-73.98448033 40.75089561)
Worldwide Plaza,825 Eighth Avenue,Fl. 38/Event,Manhattan,New York,10019,38,1,40.76206701,-73.98627542,104,3,12700,MN15,1010400029,1076203,POINT (-73.98627542 40.76206701)
Art and Design High School,245 East 56 Street,Next to 9th Floor Elevator,Manhattan,New York,10022,7,1,40.7591454,-73.96699314,106,4,10800,MN19,1013307502,1090233,POINT (-73.96699314 40.7591454)
Spruce Street School,12 Spruce Street,main entrance,Manhattan,New York,10038,8,1,40.71112489,-74.00527713,101,1,1501,MN25,1001007502,1087485,POINT (-74.00527713 40.71112489)
BFFY Seaside Adult Community,90-01 Rockaway Beach Blvd,Director''s Office,Queens,New York,11692,3,1,40.58701957,-73.813967,414,32,94203,QN12,4161330021,4303605,POINT (-73.813967 40.58701957)
P.S. 264 Bay Ridge Elementary School For The Arts,371 89th Street,Outside Room 415-Gym,Brooklyn,New York,11209,9,1,40.62094962,-74.03015017,310,47,6000,BK31,3060620141,3413664,POINT (-74.03015017 40.62094962)
"Anchin, Block & Anchin LLP",1375 BROADWAY,23rd floor / cafeteria,Manhattan,New York,10018,26,1,40.7523205,-73.98746128,105,3,10900,MN17,1008130016,1015254,POINT (-73.98746128 40.7523205)
P.S. 74 Future Leaders Elementary School,211 Daniel Low Terrace,New Gym Buildings,Staten Island,New York,10301,7,1,40.6390797,-74.07992156,501,49,1100,SI22,5000180006,5000290,POINT (-74.07992156 40.6390797)
M.S. 260 Clinton School Writers & Artists,10 East 15th Street,Basement - outside room B19,Manhattan,New York,10003,16,1,40.73651113,-73.99272538,105,2,5200,MN13,1008420034,1089902,POINT (-73.99272538 40.73651113)
P.S. 089 Bronx,980 Mace Avenue,Trailer 1,Bronx,New York,10469,11,1,40.86304879,-73.85938509,211,13,32400,BX07,2044440016,2051571,POINT (-73.85938509 40.86304879)
P.S./I.S. 295 Queens,222-14 Jamaica Avenue,Outside room 219,Queens,New York,11428,9,1,40.72061071,-73.73199617,413,23,56800,QN34,4108130005,4231378,POINT (-73.73199617 40.72061071)
Macy's - Backstage - Queens Place,88-01 QUEENS BOULEVARD,-,Queens,New York,11373,5,1,40.73514255,-73.87528392,404,25,47300,QN29,4018437501,4437281,POINT (-73.87528392 40.73514255)
East River Park,90 Kent ave,Main Park Trailer,Brooklyn,New York,11211,1,1,40.72134252,-73.96063006,301,33,55700,BK73,3023080001,3251729,POINT (-73.96063006 40.72134252)
"RBC Capital Markets, LLC - WFC - American Express Building",3 WORLD FINANCIAL CENTER,-,Manhattan,New York,10281,14,13,40.71411312,-74.01474995,101,1,31703,MN25,1000160140,1000059,POINT (-74.01474995 40.71411312)
Martin Van Buren High School,230-17 Hillside Avenue,Room 316,Queens,New York,11427,6,1,40.7330574,-73.73875473,413,23,130100,QN43,4079300002,4166101,POINT (-73.73875473 40.7330574)
The Children's Workshop School,610 East 12 Street,outside library,Manhattan,New York,10009,10,1,40.7278853,-73.97852534,103,2,2800,MN28,1003940012,1079053,POINT (-73.97852534 40.7278853)
RXR PO Owner LLC - 450 Lexington Avenue,450 LEXINGTON AVENUE,6th floor / freight elevator and property mgt. office,Manhattan,New York,10017,22,2,40.7530952,-73.9748537,105,4,9200,MN19,1012800090,1085671,POINT (-73.9748537 40.7530952)
Ft. Greene Hazel Brooks Senior Center,1460 Flatbush Avenue,Director''s Office,Queens,New York,11210,5,1,40.6352431,-73.95024692,314,45,77000,BK42,3052497501,3429017,POINT (-73.95024692 40.6352431)
JPMorgan Chase - 3 Metrotech,METROTECH CENTER,-,Brooklyn,New York,11245,6,4,40.69405165,-73.98574134,302,33,1100,BK38,3001420100,3000000,POINT (-73.98574134 40.69405165)
Perkins Eastman,115 FIFTH AVENUE,3rd Floor - Corp. Services,Manhattan,New York,10003,13,1,40.73888801,-73.99150181,105,3,5200,MN13,1008470062,1080756,POINT (-73.99150181 40.73888801)
International High School at Prospect Heights,883 Classon Avenue,Outside Room 428,Brooklyn,New York,11225,5,1,40.67034226,-73.96169487,309,35,21300,BK63,3011870001,3029686,POINT (-73.96169487 40.67034226)
Wayside Tomkins Park Senior Center,550 Greene Avenue,Director''s Office,Brooklyn,New York,11211,3,1,40.68865859,-73.94877539,303,36,25100,BK75,3017980040,3050417,POINT (-73.94877539 40.68865859)
Equinox,50 COURT STREET,N/A,Manhattan,New York,11201,2,2,40.69230651,-73.99110029,302,33,900,BK09,3002650043,3002549,POINT (-73.99110029 40.69230651)
Milton Fein School,3201 Kingsbridge Avenue,Outside room 351,Bronx,New York,10463,9,1,40.88106008,-73.90536455,208,11,28700,BX29,2057560195,2083564,POINT (-73.90536455 40.88106008)
Costco Wholesale Corporation - 1070 Rego Park,61-35 JUNCTION BOULEVARD,-,Queens,New York,11374,5,1,40.73342817,-73.86417003,406,24,71702,QN18,4020807501,4615634,POINT (-73.86417003 40.73342817)
PREP FOR PREP,328 WEST 71 STREET,1ST,Manhattan,New York,10023,20,1,40.7793781,-73.98561828,107,6,15900,MN14,1011820143,1081070,POINT (-73.98561828 40.7793781)
Griffon Corporation,712 5 AVENUE,18th Floor,Manhattan,New York,10019,4,2,40.76248784,-73.97519307,105,4,10400,MN17,1012710038,1077363,POINT (-73.97519307 40.76248784)
Equinox,1413 FULTON STREET,N/A,Brooklyn,New York,11216,2,1,40.68013421,-73.94477999,303,36,26900,BK75,3018540052,3053469,POINT (-73.94477999 40.68013421)
SIRIUS XM SATELITE RADIO,5 PENN PLAZA,22,Manhattan,New York,10001,18,4,40.75185441,-73.99371625,104,3,10300,MN13,1007570031,1013547,POINT (-73.99371625 40.75185441)
P811M @ PS149,34 West 118 Street,MAIN ENTRANCE - Room 111,Manhattan,New York,10026,7,1,40.80250493,-73.94680918,110,9,19000,MN11,1016010001,1051434,POINT (-73.94680918 40.80250493)
JPMorgan Chase - 383 Madison,383 MADISON AVENUE,-,Manhattan,New York,10179,11,13,40.75581298,-73.97706528,105,4,9400,MN17,1012820021,1035404,POINT (-73.97706528 40.75581298)
Department of Citywide Administrative Services,209 JORALEMON STREET,2ND FLOOR,Brooklyn,New York,11201,2,1,40.69246841,-73.99048724,302,33,1100,BK38,3001390001,3000256,POINT (-73.99048724 40.69246841)
Khalil Gibran International Academy,362 Schermerhorn Street,Outside Room 315,Brooklyn,New York,11217,5,1,40.68649162,-73.97964928,302,33,3900,BK38,3001740001,3331754,POINT (-73.97964928 40.68649162)
Academy of the City Charter School,31-29 60th Street,Main Entrance,Queens,New York,11377,11,1,40.75692405,-73.90267561,401,25,29700,QN63,4011360006,4437071,POINT (-73.90267561 40.75692405)
Thomas C. Giordano Middle School 45,2502 Lorillard Place,Cafeteria-Kitchen Area,Bronx,New York,10458,3,1,40.85868515,-73.88721256,206,15,38700,BX06,2030670001,2011937,POINT (-73.88721256 40.85868515)
KIPP Infinity Elementary School,625 West 133 Street,3rd fl outside 308D,Manhattan,New York,10027,11,1,40.81926042,-73.95710348,109,7,22302,MN06,1020010005,1059942,POINT (-73.95710348 40.81926042)
"Nederlander Producing Company of America, Inc. - Minskoff/ nederlander Joint Venture",200 W 45th St,-,Manhattan,New York,10036,13,2,40.758039,-73.985717,105,3,119,MN0502,1010160036,1024714,POINT (-73.985717 40.758039)
P.S. 958,836-841 5th Avenue,"Main Entrance, 1st fl",Brooklyn,New York,11232,15,1,40.65327063,-74.001838,307,38,8400,BK32,3006930039,3000000,POINT (-74.001838 40.65327063)
